customer_id,country,age_range,signup_date,signup_year,age_category
150,France,46-55,2025-06-06,2025,Middle Aged
151,Spain,56-65,2025-04-02,2025,Senior
152,France,26-35,2025-02-27,2025,Youth
153,France,26-35,2025-05-21,2025,Youth
154,France,36-45,2025-01-16,2025,Adult
155,Germany,26-35,2025-02-19,2025,Youth
156,France,26-35,2025-01-20,2025,Youth
157,Italy,56-65,2025-05-11,2025,Senior
158,Netherlands,26-35,2025-05-21,2025,Youth
159,Spain,26-35,2024-12-05,2024,Youth
160,Germany,56-65,2025-02-12,2025,Senior
161,Spain,36-45,2025-03-26,2025,Adult
162,Germany,36-45,2025-03-05,2025,Adult
163,Italy,16-25,2025-03-18,2025,Young Adult
164,Spain,56-65,2024-04-01,2024,Senior
165,France,26-35,2025-03-12,2025,Youth
166,France,46-55,2025-01-01,2025,Middle Aged
167,France,46-55,2025-03-07,2025,Middle Aged
168,France,36-45,2025-01-23,2025,Adult
169,Germany,36-45,2025-03-19,2025,Adult
170,France,36-45,2025-04-12,2025,Adult
171,Italy,16-25,2025-01-23,2025,Young Adult
172,Italy,26-35,2025-01-31,2025,Youth
173,Germany,26-35,2025-02-04,2025,Youth
174,Germany,26-35,2025-05-27,2025,Youth
175,Germany,16-25,2025-03-30,2025,Young Adult
176,Germany,26-35,2025-04-28,2025,Youth
177,Italy,56-65,2025-03-16,2025,Senior
178,Netherlands,46-55,2025-03-03,2025,Middle Aged
179,Netherlands,46-55,2024-09-20,2024,Middle Aged
180,Germany,56-65,2025-02-13,2025,Senior
181,Italy,36-45,2025-06-12,2025,Adult
182,France,46-55,2025-03-22,2025,Middle Aged
183,Netherlands,46-55,2025-03-06,2025,Middle Aged
184,France,46-55,2025-04-11,2025,Middle Aged
185,France,16-25,2024-02-04,2024,Young Adult
186,Netherlands,46-55,2025-03-27,2025,Middle Aged
187,France,26-35,2025-04-12,2025,Youth
188,France,46-55,2025-02-22,2025,Middle Aged
189,Germany,46-55,2025-04-19,2025,Middle Aged
190,Italy,26-35,2025-03-23,2025,Youth
191,Germany,16-25,2025-03-20,2025,Young Adult
192,Spain,46-55,2025-03-03,2025,Middle Aged
193,France,16-25,2024-07-24,2024,Young Adult
194,Netherlands,16-25,2025-04-22,2025,Young Adult
195,France,56-65,2025-02-28,2025,Senior
196,Italy,16-25,2025-05-16,2025,Young Adult
197,France,56-65,2024-03-21,2024,Senior
198,Germany,26-35,2025-03-14,2025,Youth
199,Italy,36-45,2025-02-23,2025,Adult
200,Italy,26-35,2024-02-19,2024,Youth
201,France,36-45,2025-04-14,2025,Adult
202,Netherlands,36-45,2025-05-16,2025,Adult
203,Italy,46-55,2025-04-18,2025,Middle Aged
204,Germany,16-25,2025-05-03,2025,Young Adult
205,Netherlands,26-35,2024-12-25,2024,Youth
206,Spain,36-45,2025-04-29,2025,Adult
207,Germany,16-25,2025-04-12,2025,Young Adult
208,France,36-45,2025-02-02,2025,Adult
209,Netherlands,46-55,2025-01-22,2025,Middle Aged
210,Spain,26-35,2024-01-02,2024,Youth
211,France,16-25,2025-01-24,2025,Young Adult
212,Spain,46-55,2024-02-23,2024,Middle Aged
213,France,26-35,2024-04-15,2024,Youth
214,Spain,16-25,2024-09-16,2024,Young Adult
215,Netherlands,56-65,2025-02-03,2025,Senior
216,Netherlands,16-25,2024-11-05,2024,Young Adult
217,Italy,56-65,2025-04-10,2025,Senior
218,Germany,16-25,2025-03-19,2025,Young Adult
219,Netherlands,46-55,2024-07-09,2024,Middle Aged
220,Germany,26-35,2025-01-30,2025,Youth
221,Germany,36-45,2025-02-05,2025,Adult
222,Netherlands,16-25,2024-08-05,2024,Young Adult
223,Germany,16-25,2025-03-27,2025,Young Adult
224,France,36-45,2024-02-13,2024,Adult
225,France,26-35,2025-03-12,2025,Youth
226,Netherlands,16-25,2025-02-16,2025,Young Adult
227,France,46-55,2025-04-23,2025,Middle Aged
228,Germany,36-45,2024-06-10,2024,Adult
229,France,46-55,2024-07-20,2024,Middle Aged
230,France,56-65,2025-02-26,2025,Senior
231,France,16-25,2025-02-21,2025,Young Adult
232,Spain,56-65,2025-03-21,2025,Senior
233,France,26-35,2025-03-27,2025,Youth
234,Italy,26-35,2025-02-11,2025,Youth
235,Italy,56-65,2025-04-08,2025,Senior
236,Netherlands,46-55,2024-09-26,2024,Middle Aged
237,Germany,46-55,2025-02-14,2025,Middle Aged
238,France,16-25,2024-12-16,2024,Young Adult
239,Netherlands,46-55,2024-10-30,2024,Middle Aged
240,Netherlands,26-35,2024-09-27,2024,Youth
241,Spain,46-55,2025-03-27,2025,Middle Aged
242,Netherlands,46-55,2025-04-11,2025,Middle Aged
243,Germany,16-25,2025-01-27,2025,Young Adult
244,Netherlands,36-45,2025-03-13,2025,Adult
245,France,26-35,2024-08-02,2024,Youth
246,Spain,26-35,2025-05-02,2025,Youth
247,Netherlands,46-55,2025-02-14,2025,Middle Aged
248,Germany,46-55,2024-09-08,2024,Middle Aged
249,Netherlands,46-55,2024-07-08,2024,Middle Aged
250,Netherlands,36-45,2024-10-22,2024,Adult
251,Italy,16-25,2024-07-31,2024,Young Adult
252,Italy,16-25,2025-03-02,2025,Young Adult
253,France,26-35,2025-04-01,2025,Youth
254,Italy,36-45,2025-04-21,2025,Adult
255,Spain,26-35,2024-07-26,2024,Youth
256,Italy,16-25,2025-05-13,2025,Young Adult
257,Germany,26-35,2024-08-24,2024,Youth
258,Netherlands,46-55,2025-05-26,2025,Middle Aged
259,Germany,36-45,2025-03-25,2025,Adult
260,Netherlands,36-45,2024-12-03,2024,Adult
261,France,56-65,2025-01-01,2025,Senior
262,Netherlands,26-35,2024-02-22,2024,Youth
263,France,16-25,2025-04-11,2025,Young Adult
264,Netherlands,56-65,2025-03-23,2025,Senior
265,Italy,46-55,2025-03-29,2025,Middle Aged
266,Italy,46-55,2024-10-06,2024,Middle Aged
267,Spain,46-55,2025-02-13,2025,Middle Aged
268,Germany,46-55,2025-02-19,2025,Middle Aged
269,Spain,36-45,2025-02-27,2025,Adult
270,Germany,26-35,2025-02-27,2025,Youth
271,Germany,16-25,2025-03-13,2025,Young Adult
272,Netherlands,56-65,2025-05-25,2025,Senior
273,France,16-25,2025-03-01,2025,Young Adult
274,Germany,16-25,2025-04-02,2025,Young Adult
275,Germany,26-35,2024-08-04,2024,Youth
276,France,36-45,2024-09-08,2024,Adult
277,Italy,16-25,2025-02-26,2025,Young Adult
278,Spain,56-65,2024-07-06,2024,Senior
279,France,36-45,2025-04-09,2025,Adult
280,Germany,26-35,2025-02-15,2025,Youth
281,Germany,46-55,2025-01-14,2025,Middle Aged
282,Italy,16-25,2024-02-10,2024,Young Adult
283,France,56-65,2025-04-13,2025,Senior
284,Italy,16-25,2025-03-27,2025,Young Adult
285,France,16-25,2025-02-10,2025,Young Adult
286,Italy,26-35,2024-06-05,2024,Youth
287,France,26-35,2024-01-15,2024,Youth
288,Italy,36-45,2025-02-05,2025,Adult
289,Netherlands,46-55,2025-04-30,2025,Middle Aged
290,Italy,16-25,2024-10-27,2024,Young Adult
291,Germany,16-25,2024-03-05,2024,Young Adult
292,Germany,16-25,2024-12-10,2024,Young Adult
293,Italy,56-65,2024-11-22,2024,Senior
294,Italy,16-25,2025-05-18,2025,Young Adult
295,France,16-25,2024-01-09,2024,Young Adult
296,France,16-25,2025-06-02,2025,Young Adult
297,France,56-65,2024-12-09,2024,Senior
298,Germany,16-25,2025-05-03,2025,Young Adult
299,Italy,26-35,2024-05-08,2024,Youth
300,France,56-65,2024-05-15,2024,Senior
301,France,26-35,2025-03-24,2025,Youth
302,Germany,56-65,2025-03-13,2025,Senior
303,Germany,46-55,2024-03-03,2024,Middle Aged
304,France,36-45,2025-03-13,2025,Adult
305,Germany,46-55,2025-02-09,2025,Middle Aged
306,Germany,26-35,2024-05-18,2024,Youth
307,Italy,56-65,2024-03-21,2024,Senior
308,Netherlands,36-45,2025-01-26,2025,Adult
309,Spain,46-55,2025-04-18,2025,Middle Aged
310,Spain,56-65,2024-06-11,2024,Senior
311,Italy,26-35,2025-02-22,2025,Youth
312,Germany,46-55,2024-10-15,2024,Middle Aged
313,France,16-25,2025-01-13,2025,Young Adult
314,Germany,26-35,2025-03-19,2025,Youth
315,Netherlands,46-55,2024-09-17,2024,Middle Aged
316,France,36-45,2025-02-15,2025,Adult
317,Italy,46-55,2024-08-18,2024,Middle Aged
318,France,46-55,2025-02-20,2025,Middle Aged
319,Germany,46-55,2024-02-10,2024,Middle Aged
320,Italy,46-55,2024-01-28,2024,Middle Aged
321,Germany,36-45,2025-04-27,2025,Adult
322,Netherlands,26-35,2024-05-14,2024,Youth
323,Netherlands,26-35,2025-04-03,2025,Youth
324,Italy,46-55,2024-07-19,2024,Middle Aged
325,Germany,36-45,2025-03-26,2025,Adult
326,Italy,26-35,2025-06-09,2025,Youth
327,France,26-35,2025-01-31,2025,Youth
328,Germany,46-55,2024-11-23,2024,Middle Aged
329,Netherlands,26-35,2024-09-24,2024,Youth
330,Germany,16-25,2025-02-21,2025,Young Adult
331,Spain,56-65,2025-04-02,2025,Senior
332,Netherlands,46-55,2024-02-02,2024,Middle Aged
333,Netherlands,16-25,2024-02-17,2024,Young Adult
334,France,16-25,2025-02-10,2025,Young Adult
335,Germany,16-25,2024-03-02,2024,Young Adult
336,Italy,46-55,2025-02-16,2025,Middle Aged
337,Spain,46-55,2024-08-03,2024,Middle Aged
338,Spain,26-35,2025-04-04,2025,Youth
339,France,16-25,2025-04-16,2025,Young Adult
340,Italy,46-55,2025-03-18,2025,Middle Aged
341,France,16-25,2025-04-20,2025,Young Adult
342,Netherlands,36-45,2025-04-24,2025,Adult
343,France,26-35,2024-10-19,2024,Youth
344,Netherlands,16-25,2025-04-03,2025,Young Adult
345,Netherlands,36-45,2024-04-08,2024,Adult
346,Italy,56-65,2025-01-26,2025,Senior
347,Netherlands,36-45,2024-06-20,2024,Adult
348,Germany,36-45,2025-02-19,2025,Adult
349,Germany,26-35,2025-03-20,2025,Youth
350,France,36-45,2025-02-27,2025,Adult
351,France,36-45,2024-12-25,2024,Adult
352,Netherlands,46-55,2024-08-01,2024,Middle Aged
353,Germany,36-45,2024-02-04,2024,Adult
354,Germany,36-45,2025-02-05,2025,Adult
355,Spain,36-45,2025-03-24,2025,Adult
356,Germany,46-55,2024-08-14,2024,Middle Aged
357,Italy,36-45,2025-02-20,2025,Adult
358,Germany,36-45,2024-04-10,2024,Adult
359,France,16-25,2025-03-31,2025,Young Adult
360,France,16-25,2025-03-06,2025,Young Adult
361,Netherlands,26-35,2025-03-29,2025,Youth
362,Spain,56-65,2024-05-10,2024,Senior
363,Netherlands,56-65,2024-09-13,2024,Senior
364,Spain,46-55,2024-01-05,2024,Middle Aged
365,France,56-65,2025-03-24,2025,Senior
366,France,26-35,2024-08-05,2024,Youth
367,Netherlands,46-55,2025-03-19,2025,Middle Aged
368,France,26-35,2024-09-11,2024,Youth
369,Netherlands,36-45,2025-04-01,2025,Adult
370,Netherlands,26-35,2025-01-23,2025,Youth
371,Netherlands,36-45,2025-02-01,2025,Adult
372,Italy,36-45,2024-12-24,2024,Adult
373,Spain,56-65,2025-02-25,2025,Senior
374,Italy,16-25,2025-03-03,2025,Young Adult
375,Germany,36-45,2025-02-28,2025,Adult
376,Germany,36-45,2025-04-16,2025,Adult
377,Spain,16-25,2025-02-03,2025,Young Adult
378,France,56-65,2024-10-09,2024,Senior
379,Germany,46-55,2025-04-03,2025,Middle Aged
380,Italy,46-55,2025-03-15,2025,Middle Aged
381,Germany,26-35,2025-01-27,2025,Youth
382,Netherlands,56-65,2024-07-25,2024,Senior
383,France,46-55,2024-01-15,2024,Middle Aged
384,Germany,16-25,2025-04-22,2025,Young Adult
385,Germany,46-55,2025-04-11,2025,Middle Aged
386,France,36-45,2025-03-28,2025,Adult
387,France,46-55,2025-02-04,2025,Middle Aged
388,France,26-35,2025-04-09,2025,Youth
389,Italy,16-25,2024-12-11,2024,Young Adult
390,Germany,46-55,2025-03-26,2025,Middle Aged
391,Spain,36-45,2024-02-11,2024,Adult
392,Netherlands,36-45,2025-02-20,2025,Adult
393,France,46-55,2025-04-09,2025,Middle Aged
394,Spain,56-65,2025-03-03,2025,Senior
395,Spain,26-35,2025-01-14,2025,Youth
396,Netherlands,36-45,2025-04-07,2025,Adult
397,France,36-45,2025-02-08,2025,Adult
398,Spain,16-25,2025-01-26,2025,Young Adult
399,Italy,56-65,2024-06-27,2024,Senior
400,Netherlands,16-25,2025-02-16,2025,Young Adult
401,France,26-35,2025-04-19,2025,Youth
402,Italy,16-25,2025-04-29,2025,Young Adult
403,Germany,26-35,2025-03-24,2025,Youth
404,Germany,56-65,2025-03-26,2025,Senior
405,Germany,26-35,2024-03-03,2024,Youth
406,Spain,36-45,2024-12-17,2024,Adult
407,Italy,16-25,2025-02-22,2025,Young Adult
408,Germany,46-55,2025-03-29,2025,Middle Aged
409,Netherlands,46-55,2024-08-18,2024,Middle Aged
410,Spain,16-25,2024-08-28,2024,Young Adult
411,Germany,56-65,2025-04-13,2025,Senior
412,France,46-55,2024-02-21,2024,Middle Aged
413,France,16-25,2025-04-29,2025,Young Adult
414,Germany,46-55,2025-03-29,2025,Middle Aged
415,France,36-45,2025-03-08,2025,Adult
416,France,46-55,2025-04-01,2025,Middle Aged
417,Spain,36-45,2025-03-03,2025,Adult
418,France,36-45,2025-02-15,2025,Adult
419,Spain,36-45,2025-03-28,2025,Adult
420,Germany,36-45,2025-03-07,2025,Adult
421,Germany,16-25,2024-04-05,2024,Young Adult
422,Netherlands,46-55,2025-02-25,2025,Middle Aged
423,Italy,16-25,2025-01-22,2025,Young Adult
424,Italy,36-45,2024-08-09,2024,Adult
425,Italy,46-55,2025-02-10,2025,Middle Aged
426,Spain,56-65,2024-08-18,2024,Senior
427,Spain,26-35,2025-03-26,2025,Youth
428,Spain,56-65,2025-04-18,2025,Senior
429,France,36-45,2024-08-24,2024,Adult
430,France,46-55,2024-05-22,2024,Middle Aged
431,France,46-55,2024-06-19,2024,Middle Aged
432,Germany,36-45,2025-01-22,2025,Adult
433,France,16-25,2024-01-29,2024,Young Adult
434,France,16-25,2024-02-05,2024,Young Adult
435,Netherlands,36-45,2025-02-17,2025,Adult
436,Germany,26-35,2025-03-10,2025,Youth
437,Italy,36-45,2024-01-13,2024,Adult
438,Germany,16-25,2025-05-21,2025,Young Adult
439,Germany,36-45,2025-05-11,2025,Adult
440,Italy,16-25,2024-06-08,2024,Young Adult
441,Germany,36-45,2024-11-22,2024,Adult
442,Germany,16-25,2025-04-22,2025,Young Adult
443,Spain,16-25,2024-07-05,2024,Young Adult
444,Germany,26-35,2025-01-28,2025,Youth
445,Italy,46-55,2025-03-25,2025,Middle Aged
446,Spain,46-55,2024-08-30,2024,Middle Aged
447,France,26-35,2025-03-19,2025,Youth
448,France,26-35,2024-03-26,2024,Youth
449,Italy,46-55,2024-10-10,2024,Middle Aged
450,Spain,46-55,2024-03-06,2024,Middle Aged
451,France,36-45,2025-05-09,2025,Adult
452,France,56-65,2024-06-18,2024,Senior
453,France,16-25,2025-02-08,2025,Young Adult
454,Italy,16-25,2024-02-14,2024,Young Adult
455,Netherlands,36-45,2025-04-07,2025,Adult
456,Italy,26-35,2025-01-31,2025,Youth
457,Germany,16-25,2025-04-23,2025,Young Adult
458,Italy,56-65,2024-03-02,2024,Senior
459,France,46-55,2025-04-18,2025,Middle Aged
460,Netherlands,56-65,2025-02-24,2025,Senior
461,Germany,26-35,2025-03-27,2025,Youth
462,Italy,36-45,2025-03-08,2025,Adult
463,Spain,16-25,2025-03-16,2025,Young Adult
464,Germany,36-45,2025-04-14,2025,Adult
465,Germany,26-35,2024-05-13,2024,Youth
466,Germany,16-25,2024-10-10,2024,Young Adult
467,Spain,26-35,2025-06-09,2025,Youth
468,Germany,36-45,2024-01-28,2024,Adult
469,Italy,26-35,2025-04-02,2025,Youth
470,Italy,56-65,2025-04-05,2025,Senior
471,Netherlands,56-65,2025-03-11,2025,Senior
472,France,36-45,2025-03-16,2025,Adult
473,France,16-25,2025-02-08,2025,Young Adult
474,France,36-45,2025-03-28,2025,Adult
475,Italy,26-35,2025-03-15,2025,Youth
476,Germany,56-65,2025-03-03,2025,Senior
477,Spain,16-25,2025-02-23,2025,Young Adult
478,Germany,56-65,2024-04-17,2024,Senior
479,Netherlands,56-65,2024-02-13,2024,Senior
480,Spain,16-25,2024-12-05,2024,Young Adult
481,France,56-65,2025-05-09,2025,Senior
482,Italy,56-65,2024-10-12,2024,Senior
483,Netherlands,16-25,2025-03-21,2025,Young Adult
484,France,56-65,2025-04-26,2025,Senior
485,Netherlands,36-45,2025-02-11,2025,Adult
486,Netherlands,56-65,2024-11-26,2024,Senior
487,Germany,16-25,2024-05-07,2024,Young Adult
488,Germany,46-55,2025-04-06,2025,Middle Aged
489,Germany,56-65,2025-05-17,2025,Senior
490,Germany,56-65,2025-01-22,2025,Senior
491,France,36-45,2024-12-13,2024,Adult
492,Germany,26-35,2025-02-27,2025,Youth
493,Germany,56-65,2025-02-17,2025,Senior
494,Italy,36-45,2024-08-18,2024,Adult
495,Germany,36-45,2024-07-08,2024,Adult
496,Italy,16-25,2025-03-31,2025,Young Adult
497,Germany,36-45,2025-02-10,2025,Adult
498,France,46-55,2024-08-12,2024,Middle Aged
499,France,36-45,2025-05-06,2025,Adult
500,Germany,56-65,2025-04-20,2025,Senior
501,Italy,36-45,2025-03-19,2025,Adult
502,France,16-25,2025-01-19,2025,Young Adult
503,Italy,16-25,2025-04-08,2025,Young Adult
504,Netherlands,16-25,2025-04-21,2025,Young Adult
505,Germany,26-35,2025-03-28,2025,Youth
506,France,26-35,2025-05-22,2025,Youth
507,France,56-65,2025-01-11,2025,Senior
508,Italy,16-25,2025-03-18,2025,Young Adult
509,Netherlands,36-45,2025-01-29,2025,Adult
510,France,16-25,2025-03-18,2025,Young Adult
511,France,16-25,2025-04-18,2025,Young Adult
512,Germany,56-65,2025-02-01,2025,Senior
513,France,46-55,2025-06-12,2025,Middle Aged
514,France,56-65,2024-10-09,2024,Senior
515,Germany,56-65,2025-03-21,2025,Senior
516,Germany,36-45,2025-03-27,2025,Adult
517,Netherlands,26-35,2025-02-03,2025,Youth
518,Germany,46-55,2025-03-29,2025,Middle Aged
519,Italy,16-25,2025-02-10,2025,Young Adult
520,Netherlands,16-25,2024-04-30,2024,Young Adult
521,France,46-55,2025-03-18,2025,Middle Aged
522,Spain,16-25,2025-02-12,2025,Young Adult
523,France,26-35,2024-04-25,2024,Youth
524,France,16-25,2024-08-20,2024,Young Adult
525,Italy,16-25,2025-04-23,2025,Young Adult
526,France,26-35,2024-09-15,2024,Youth
527,France,46-55,2024-12-24,2024,Middle Aged
528,Spain,36-45,2024-07-16,2024,Adult
529,Netherlands,56-65,2025-02-14,2025,Senior
530,Spain,26-35,2024-05-16,2024,Youth
531,Spain,26-35,2025-04-01,2025,Youth
532,France,26-35,2024-11-13,2024,Youth
533,Spain,46-55,2024-06-13,2024,Middle Aged
534,Italy,56-65,2024-08-12,2024,Senior
535,Germany,56-65,2024-11-02,2024,Senior
536,France,56-65,2024-08-21,2024,Senior
537,Netherlands,36-45,2024-06-20,2024,Adult
538,Netherlands,46-55,2025-04-01,2025,Middle Aged
539,Germany,26-35,2024-05-31,2024,Youth
540,Germany,56-65,2024-11-10,2024,Senior
541,France,56-65,2025-04-17,2025,Senior
542,France,46-55,2025-01-08,2025,Middle Aged
543,Germany,36-45,2024-06-08,2024,Adult
544,Germany,26-35,2024-04-05,2024,Youth
545,Germany,16-25,2025-04-22,2025,Young Adult
546,France,36-45,2024-08-20,2024,Adult
547,France,36-45,2025-05-22,2025,Adult
548,Germany,36-45,2025-03-09,2025,Adult
549,Spain,46-55,2024-06-28,2024,Middle Aged
550,Germany,56-65,2024-04-22,2024,Senior
551,France,16-25,2025-03-11,2025,Young Adult
552,France,46-55,2024-11-13,2024,Middle Aged
553,France,36-45,2025-03-17,2025,Adult
554,France,56-65,2025-02-22,2025,Senior
555,Spain,26-35,2024-02-21,2024,Youth
556,Italy,16-25,2025-03-27,2025,Young Adult
557,Spain,56-65,2025-01-22,2025,Senior
558,Italy,46-55,2024-09-24,2024,Middle Aged
559,Italy,26-35,2024-10-21,2024,Youth
560,Germany,26-35,2025-04-10,2025,Youth
561,France,26-35,2025-03-24,2025,Youth
562,Germany,16-25,2025-04-30,2025,Young Adult
563,Netherlands,46-55,2025-04-06,2025,Middle Aged
564,Italy,26-35,2025-02-23,2025,Youth
565,Spain,46-55,2025-05-08,2025,Middle Aged
566,Italy,36-45,2025-02-11,2025,Adult
567,Netherlands,26-35,2025-04-19,2025,Youth
568,Netherlands,26-35,2025-01-20,2025,Youth
569,France,36-45,2025-03-18,2025,Adult
570,Spain,16-25,2025-04-13,2025,Young Adult
571,Netherlands,56-65,2025-01-21,2025,Senior
572,Netherlands,56-65,2025-02-06,2025,Senior
573,Italy,36-45,2024-04-22,2024,Adult
574,Italy,16-25,2025-04-25,2025,Young Adult
575,Netherlands,26-35,2025-04-15,2025,Youth
576,Germany,46-55,2024-04-10,2024,Middle Aged
577,Netherlands,26-35,2025-04-29,2025,Youth
578,Germany,16-25,2025-04-03,2025,Young Adult
579,France,46-55,2024-04-22,2024,Middle Aged
580,Italy,46-55,2025-05-06,2025,Middle Aged
581,Germany,56-65,2025-05-27,2025,Senior
582,France,36-45,2025-03-15,2025,Adult
583,Netherlands,36-45,2024-03-21,2024,Adult
584,Italy,26-35,2024-07-05,2024,Youth
585,Portugal,16-25,2024-04-22,2024,Young Adult
586,Portugal,56-65,2024-01-02,2024,Senior
587,Germany,36-45,2025-05-09,2025,Adult
588,Portugal,56-65,2025-04-12,2025,Senior
589,Italy,16-25,2024-05-09,2024,Young Adult
590,Germany,26-35,2024-08-07,2024,Youth
591,Germany,36-45,2024-02-23,2024,Adult
592,France,16-25,2024-12-08,2024,Young Adult
593,France,26-35,2025-03-11,2025,Youth
594,Spain,56-65,2024-08-11,2024,Senior
595,Italy,26-35,2024-08-12,2024,Youth
596,Italy,26-35,2025-05-15,2025,Youth
597,Netherlands,36-45,2025-01-19,2025,Adult
598,Portugal,16-25,2025-02-06,2025,Young Adult
599,Italy,36-45,2024-05-05,2024,Adult
600,Italy,36-45,2024-05-09,2024,Adult
601,Germany,56-65,2025-04-13,2025,Senior
602,Portugal,16-25,2025-05-09,2025,Young Adult
603,Germany,16-25,2024-02-22,2024,Young Adult
604,Italy,46-55,2025-04-17,2025,Middle Aged
605,Spain,26-35,2025-03-24,2025,Youth
606,Germany,36-45,2024-06-20,2024,Adult
607,France,36-45,2025-02-17,2025,Adult
608,France,26-35,2025-02-12,2025,Youth
609,Italy,56-65,2025-02-13,2025,Senior
610,France,16-25,2025-04-12,2025,Young Adult
611,Spain,36-45,2025-04-18,2025,Adult
612,Italy,36-45,2025-02-06,2025,Adult
613,Netherlands,16-25,2025-05-12,2025,Young Adult
614,Netherlands,26-35,2024-08-05,2024,Youth
615,Portugal,46-55,2025-04-06,2025,Middle Aged
616,Germany,46-55,2024-06-08,2024,Middle Aged
617,Netherlands,26-35,2025-03-30,2025,Youth
618,Netherlands,16-25,2024-07-16,2024,Young Adult
619,Italy,26-35,2025-02-19,2025,Youth
620,Netherlands,56-65,2025-04-20,2025,Senior
621,Italy,36-45,2024-09-03,2024,Adult
622,Netherlands,26-35,2024-11-19,2024,Youth
623,Netherlands,16-25,2025-03-14,2025,Young Adult
624,Spain,36-45,2025-03-11,2025,Adult
625,Portugal,46-55,2025-01-28,2025,Middle Aged
626,Italy,36-45,2025-02-19,2025,Adult
627,Netherlands,36-45,2024-07-21,2024,Adult
628,France,46-55,2025-02-21,2025,Middle Aged
629,Italy,26-35,2024-07-02,2024,Youth
630,Portugal,16-25,2024-05-02,2024,Young Adult
631,Portugal,36-45,2025-02-04,2025,Adult
632,Portugal,46-55,2024-09-11,2024,Middle Aged
633,Spain,56-65,2025-03-11,2025,Senior
634,Portugal,46-55,2025-03-03,2025,Middle Aged
635,Portugal,36-45,2024-10-20,2024,Adult
636,Spain,56-65,2025-03-18,2025,Senior
637,Portugal,56-65,2024-10-06,2024,Senior
638,France,46-55,2025-04-11,2025,Middle Aged
639,Italy,56-65,2025-03-26,2025,Senior
640,France,26-35,2025-01-20,2025,Youth
641,Spain,36-45,2025-03-21,2025,Adult
642,Portugal,46-55,2025-05-14,2025,Middle Aged
643,Portugal,16-25,2025-02-26,2025,Young Adult
644,Portugal,36-45,2024-11-20,2024,Adult
645,Portugal,26-35,2025-01-06,2025,Youth
646,Spain,56-65,2025-02-17,2025,Senior
647,France,16-25,2025-05-23,2025,Young Adult
648,Germany,36-45,2025-02-18,2025,Adult
649,Italy,56-65,2025-02-23,2025,Senior
650,Italy,36-45,2024-04-07,2024,Adult
651,France,16-25,2024-07-16,2024,Young Adult
652,Germany,56-65,2025-03-15,2025,Senior
653,Portugal,36-45,2025-05-12,2025,Adult
654,Italy,56-65,2025-05-05,2025,Senior
655,Italy,56-65,2025-03-20,2025,Senior
656,Germany,56-65,2025-03-24,2025,Senior
657,Italy,26-35,2025-03-16,2025,Youth
658,Italy,36-45,2025-03-08,2025,Adult
659,Portugal,46-55,2025-03-19,2025,Middle Aged
660,Italy,56-65,2025-04-23,2025,Senior
661,Spain,16-25,2025-01-29,2025,Young Adult
662,Italy,36-45,2025-03-05,2025,Adult
663,Netherlands,26-35,2025-03-08,2025,Youth
664,France,56-65,2025-04-18,2025,Senior
665,Portugal,26-35,2025-04-06,2025,Youth
666,Germany,16-25,2024-08-27,2024,Young Adult
667,Netherlands,36-45,2024-05-23,2024,Adult
668,Spain,26-35,2024-04-06,2024,Youth
669,Netherlands,36-45,2024-07-19,2024,Adult
670,Italy,36-45,2025-04-21,2025,Adult
671,Netherlands,26-35,2024-05-03,2024,Youth
672,Germany,56-65,2025-01-23,2025,Senior
673,Germany,36-45,2025-04-16,2025,Adult
674,Netherlands,26-35,2024-07-05,2024,Youth
675,Italy,36-45,2025-01-19,2025,Adult
676,Portugal,26-35,2025-04-26,2025,Youth
677,Portugal,36-45,2025-03-12,2025,Adult
678,Italy,46-55,2024-11-21,2024,Middle Aged
679,Portugal,26-35,2024-12-14,2024,Youth
680,Spain,56-65,2024-09-15,2024,Senior
681,Germany,16-25,2025-02-07,2025,Young Adult
682,Portugal,16-25,2025-03-10,2025,Young Adult
683,France,36-45,2024-05-27,2024,Adult
684,Netherlands,56-65,2025-04-06,2025,Senior
685,Spain,36-45,2025-04-14,2025,Adult
686,Netherlands,16-25,2025-04-11,2025,Young Adult
687,France,26-35,2025-05-09,2025,Youth
688,Italy,46-55,2025-04-02,2025,Middle Aged
689,Spain,56-65,2025-03-19,2025,Senior
690,Spain,46-55,2025-04-30,2025,Middle Aged
691,Italy,46-55,2025-04-04,2025,Middle Aged
692,France,56-65,2025-05-05,2025,Senior
693,Netherlands,26-35,2025-03-13,2025,Youth
694,Netherlands,46-55,2024-09-08,2024,Middle Aged
695,Spain,56-65,2025-02-17,2025,Senior
696,France,46-55,2025-03-18,2025,Middle Aged
697,Germany,56-65,2025-03-31,2025,Senior
698,Portugal,36-45,2025-04-05,2025,Adult
699,Netherlands,56-65,2025-02-25,2025,Senior
700,Portugal,16-25,2025-03-08,2025,Young Adult
701,Spain,26-35,2025-02-06,2025,Youth
702,Portugal,46-55,2025-06-08,2025,Middle Aged
703,Germany,16-25,2025-03-30,2025,Young Adult
704,Germany,16-25,2025-04-10,2025,Young Adult
705,Spain,26-35,2025-02-23,2025,Youth
706,France,36-45,2025-04-26,2025,Adult
707,France,46-55,2025-02-06,2025,Middle Aged
708,Netherlands,36-45,2024-12-11,2024,Adult
709,Germany,36-45,2025-03-26,2025,Adult
710,France,36-45,2025-02-05,2025,Adult
